,rating,reviewContent,clean_text
6014,1,"Pengiriman paket lebih cepat dari yang diperkirakan. Hanya perlu nunggu 1 malam. Paket rapi, dan kualitas TV bagus dan warnanya sangat cerah",kirim paket cepat nunggu malam paket rapi kualitas televisi bagus warna cerah
6015,1,"bagus, tv dalam keadaan baik.",bagus televisi
6016,1,Luar biasa.... sampai ke sudut Sulawesi Selatan. packing sangat aman dan rapi. Recommended banget deh... Thanks,sudut sulawesi selatan packing aman rapi recommended banget deh terimakasih
6017,1,"uda 2 x beli produk dan d toko ini..  aslii kerennn bgt,  pengiriman cepat,  kurir nya ramahhh..  moga TV nya awettt yaaa",x beli produk d toko asli kerennn banget kirim cepat kurir nya ramahhh moga televisi nya awettt yaaa
6018,1,Produk mantap ini kali ke 2 beli produk cooca pengiriman masih dr jatim. thks lazada dan cooca. tidak lupa thkz buat kurir ninja karena anternya pake mobil jadi aman terkendali.,produk mantap kali beli produk cooca kirim jatim thks lazada cooca lupa thkz kurir ninja anter pakai mobil aman kendali
6019,2,"Barang Ok,Nyampe dengan selamat. kurir nya jg Ok,Ramah Ke Customer. Namun kendala di ESTIMASI,Pengiriman Telat dan jauh sekali dengan tanggal ESTIMASI yg telah ditentukan. Barang Sampai melewati ESTIMASI nya, setelah 4 hari ESTIMASI yg telah ditentukan,baru lah barang sampai tujuan.",barang oknyampe selamat kurir nya okramah customer kendala estimasipengiriman telat tanggal estimasi tentu barang lewat estimasi nya estimasi ditentukanbaru barang tuju
6020,1,"Mantul gan. Packing super rapih,  proses dan pengiriman super sangat cepat hari sabtu pesan hari minggu udah sampee..",mantul juragan packing super rapih proses kirim super cepat sabtu pesan minggu sampee
6021,0,"Ini gimana saya baru beli kaya gini.saya mau tuker, saya chat penjual ko malah gak dibales, gak tanggung jawab bgt jadi penjual",beli kaya ginisaya tukar chat jual ko dibales tanggung banget jual
6022,2,"Puas cepat sampai, cuma sata mau tanya gimana cara aktifin pke speaker tambahan.. saya sudah colok ke jack 3,5mm tpi ga ke detect speaker",puas cepat sata aktifin pakai speaker tambah colok jack mm detect speaker
6023,2,"Paket sudah mendarat,sangat di sayangkan paket elektronic seperti ini di antarkan menggunakan sepeda motor,,tumpang tindih dengan barang2 yang lain,,intinya kecewa dengan cara pengirimannya,selebihnya the best,cucok untuk ruangan kecil seperti istanaku ini😛😛😛",paket mendaratsangat sayang paket elektronic antar sepeda motortumpang tindih barang lainintinya kecewa pengirimannyaselebihnya the bestcucok ruang istana
6024,0,Sangat pelit beli pake akun lain g bisa keluar boneka tokopedia. Jahatttt,pelit beli pakai akun boneka tokopedia jahatttt
6025,2,"sdh diterima. hanya tombol volume pada remote tdk berfungsi. sdh menghubungi ybs, tidak direspon sama sekali. terimakasih",terima tombol volume remote fungsi hubung ybs direspon terimakasih
6026,1,tv bagus dengan harga murah dibandingkan kompetitornya,televisi bagus harga murah banding kompetitor
6027,0,buku garansinya seperti apa ya contohnya? soalnya saya cari buku garansinya tidak ada,buku garansi ya contoh cari buku garansi
6028,1,paketannya udah nyampe kak. blum smpet dibuka soalnya nunggu suami pulang. semoga sih bagus dan g' kecewa. soalnya baru kali ini beli barang elektronik secara online.,paket kak smpet buka nunggu suami pulang moga sih bagus kecewa kali beli barang elektronik online
6029,2,Tv nya lembek kyk krupuk,televisi nya lembek krupuk
6030,1,bagus sekali,bagus
6031,2,"barang telah diterima , TV nya bagus udah dicoba dalam kondisi baik ...tapi sayang tidak di packing kayu...",barang terima televisi nya bagus coba kondisi sayang packing kayu
6032,1,alhamdulillah. tv nya bagus. udh di coba n nyala. gak ada cavat. semoga awet. thanks yaa..,alhamdulillah televisi nya bagus coba n nyala cavat moga awet terimakasih yaa
6033,1,"meskipun terlambat 1 hari dari jadwal estmasi penerimaan, tetapi puas banget dengan TV nya dan cara pengemasannya benar2 mantab dengan packing kayu+plastik bubble. Dapat hrg wkt flash sale juga, terima kasih Coocaa dan Lazada. TV nya mantab warna bagus, suaranya sayang msh mono, jack input lengkap bahkan ada jack buat PC",lambat jadwal estmasi terima puas banget televisi nya emas mantap packing kayuplastik bubble harga flash sale terima kasih coocaa lazada televisi nya mantap warna bagus suara sayang mono jack input lengkap jack pc
6034,1,good lazada. semoga bisa lebihnya ditingkatkan lagi..,good lazada moga lebih tingkat
6035,1,"puas buangeet blanja di lapak ini.... kemarin pesan, hari ini sdh sampai.... TV langsung dicoba & tidak ada masalah... Recommended deh.... terimakasih Lazada...",puas buangeet blanja lapak kemarin pesan televisi langsung coba recommended deh terimakasih lazada
6036,1,Trusted seller .thx,trusted jual terimakasih
6037,2,"packaging rapi, barang digunakan gambarnya bagus dan tajam, suara ga cempreng cempreng amat. semoga awet.",packaging rapi barang gambar bagus tajam suara cempreng cempreng moga awet
6038,1,"Paket sudah diterima, pengiriman cepat (2 hari). Packing hanya pakai bubble wrap. Produk sudah dicoba port USB, VGA dan HDMI semua oke, yang jadi masalah adalah layanan purna jualnya, jika ada kerusakan komplain garansinya bagaimana karena kartu garansi  dan bukti pembelian dengan cap stempel dari penjual tidak diberikan (syarat garansi 3 tahun panel dan 1 tahun free service).",paket terima kirim cepat packing pakai bubble wrap produk coba port usb vga hdmi oke layan purna jual rusa komplain garansi kartu garansi bukti beli cap stempel jual syarat garansi panel free servis
6039,0,sudah diterima taapi belum dibuka dan ngak tau didalam kardusnya kondisi TVnya. free ongkir sih free ongkir tapi nggak kayak gini,terima taapi buka tau dalam kardus kondisi tvnya free ongkir sih free ongkir
6040,2,Terima kasih tv-dalam kondisi baik jg bagus semoga awet..untuk pengiriman pemberitahuan nya sedikit telat mohon di tingkatkan pelayanan informasi dan sebagainya saya jg minta maaf kepada yth# LAZADA ya?? #Terima kasih,terima kasih tvdalam kondisi bagus moga awetuntuk kirim pemberitahuan nya telat mohon tingkat layan informasi maaf hormat lazada ya terima kasih
6041,2,"untuk tv nya sih oke aman bagus tapi sistem lazada nya kayanya yg aneh, order 11 nov sampe 16 nov di tanggal 15 nov ada email barang sudah diterima pdahal belom ada yg dateng kan jadi panik lapor cs sana sini",televisi nya sih oke aman bagus sistem lazada nya kaya aneh order november november tanggal november email barang terima bom panik lapor cs
6042,1,lumayanlah untuk harga 1jutaan,lumayan harga juta
6043,0,"barang murah tp ga murahan, gambar lumayan ok tp pixelnya kurang besar jd detail gambar masih pecah2, beli barang tp ga dapet kartu garansi, seller ga bertanggung jawab !!!",barang murah murah gambar lumayan ok pixelnya detail gambar pecah beli barang dapet kartu garansi jual tanggung
6044,2,"Paket diterima keadaan baik, terbungkus packing kayu  dan bubble wrap. Dites dgn hasil baik sesuai harapan. Next mohon ditingkatkan lagi kecepatan pengirimannya.  Order 8/8 baru masuk ekspedisi 11/8 tiba 15/8 dari estimasi max 13/8, come on.. You can do better than this. Trims buat CS Lazada & JNE yg sangat membantu. Thanks.",paket terima bungkus packing kayu bubble wrap tes hasil sesuai harap next mohon tingkat cepat kirim order masuk ekspedisi estimasi maksimal come on do better than this trims cs lazada jne bantu terimakasih
6045,2,"Pengiriman lama, harus jne jabodetabek 2-3 hari ini 7 hari baru sampai, Lazada harus ikut standar pengirman seperti expedisi lain",kirim jne jabodetabek lazada standar pengirman expedisi
6046,1,"Thanks COOCA, lazada",terimakasih cooca lazada
6047,2,"barang sesuai dengan deskripsi, cuma sayang pengirimannya agak lambat, tapi oke lahh good coocaa",barang sesuai deskripsi sayang kirim lambat oke lahh good coocaa
6048,0,"lexnya dtng mlm bgt, jd barang yg terima orang d rmh!!! blm d cek",lexnya dtng malam banget barang terima orang d rumah d cek
6049,1,"Alhamdulillah sangat memuaskan.. semoga sukses selalu coocaa official, semoga berkah.. Aamiin",alhamdulillah muas moga sukses coocaa official moga berkah aamiin
6050,2,ok lah.....,ok
6051,1,"Thank you,sampai tanpa cacat.",thank yousampai cacat
6052,1,"kondisi barang mendarat mulus tidak ada yg cacat, harga oke dan produk berfungsi dengan baik.",kondisi barang darat mulus cacat harga oke produk fungsi
6053,0,bagaimana di terima barNgnya pecah tidak sesuai,terima barngnya pecah sesuai
6054,1,"packing rapi dgn bbl wrap, pngriman cpt.. top",packing rapi bbl wrap pngriman cepat top
6055,1,walaupun lambattp mantap lah,lambattp mantap
6056,1,Super cepat pengiriman nya dan sesuai dengan keinginan,super cepat kirim nya sesuai
6057,1,"oke suh, tp lama bngt sampai 12hari.",oke suh bngt
6058,0,nyampenya lama,nyampenya
6059,2,usb tidak berfungsi.... dan tv gampang panas.,usb fungsi televisi gampang panas
6060,0,"tolong dong cs utk pro aktif layani konsumen,,, br 1 bln beli tv,, led nya rusak....",tolong cs pro aktif layan konsumen br beli televisi led nya rusak
6061,1,"trima kasih bnyak tv nya uda sampai rumah dgn selamat, tampilan gambar sangat bagus",trima kasih bnyak televisi nya rumah selamat tampil gambar bagus
6062,1,Barang mantull. Mantap.,barang mantull mantap
6063,0,paket blum sya terima mohon koreksi,paket terima mohon koreksi
6064,1,"packing mantap,namun dipnengiriman terlambat 3 hari",packing mantapnamun dipnengiriman lambat
6065,2,gambarnya mecah,gambar mecah
6066,1,"barang sudah diterima,,packing rapi...gambar bagus syg antena nya jelek...😘thanks lazada",barang diterimapacking rapigambar bagus sayang antena nya jelekthanks lazada
6067,1,"barangnya sudah saya terima dengan selamat,makasih lazada semoga barangnya awet.....",barang terima selamatmakasih lazada moga barang awet
6068,1,senang bgt...,senang banget
6069,2,"Paket diantar pakai, kotak kayu, bagus",paket antar pakai kotak kayu bagus
6070,2,"waduuh ini tv cm pengen dijual, gak pedulu bener apa enggak nih spek nya, klo yg org  kritis mah jangan beli disini deh, poin plus nya barang cepet pake banged sampe, dan harganya murah wkwkwkkwwkkk",waduuh televisi cm jual pedulu bener nih spek nya orang kritis mah beli deh poin plus nya barang cepat pakai banged harga murah wkwkwkkwwkkk
6071,2,"alhamdulillah tv y dtg dg normal tp agk kecewa krn segel garansi coocaa y udh rusak,,nnti bs claim garansi pa gk klo segel y rusak?",alhamdulillah televisi y normal kecewa segel garansi coocaa y rusaknnti claim garansi pa segel y rusak
6072,1,"mantap sekali , the flash 👍👍👍 ordee tgl 2 jam 10 , dtg barang tgl 3 jam 11. luar biasa. tv nya keren no minus , thanka lazada thanks ninja ekspres..",mantap the flash ordee tanggal jam barang tanggal jam televisi nya keren nomor minus thanka lazada terimakasih ninja ekspres
6073,0,menyesal beli TV jelek dicoba setelah nyala 30 menit gambar hilang.  diservis center harus tunggu order panel 3-4 Minggu. kenapa tdk ganti unit baru???? barang baru kok rusak. sangat buruk nih.,sesal beli televisi jelek coba nyala menit gambar hilang servis center tunggu order panel minggu ganti unit barang rusak buruk nih
6074,1,"pengiriman kilat!! thanks Ninja!👍👍. ke bali hanya 2 hr, kwalitas lumayan bagus dan sesuai dgn harganya👍👍👍👍👍👍",kirim kilat terimakasih ninja bal kwalitas lumayan bagus sesuai harga
6075,1,"Packing aman, pengiriman lumayan cepat, oke punya",packing aman kirim lumayan cepat oke
6076,1,Barang sudah diterima.. belum di coba...,barang terima coba
6077,1,"Barang sampai dengan selamat sesuai dengan estimasi pengiriman dengan JNE. Sudah dicoba memang menangkap saluran channel digital, hanya saja karena pakai antena TV indoor murah jadi digital baru dapat 3 channel grup trans corp. Semoga awet dan tanpa ada kendala untuk kedepannya.",barang selamat sesuai estimasi kirim jne coba tangkap salur channel digital pakai antena televisi indoor murah digital channel grup trans corp moga awet kendala depan
6078,1,"alhamdulillah barang sampai dengan selamat, walaupun hanya pake buble warp, tak kira pake packing kayu, tapi over all bagus semua",alhamdulillah barang selamat pakai buble warp pakai packing kayu over all bagus
6079,2,"Tv pesanan saya telah sampai dan tidak ada cacat, trima kasih lazada, tapi agak kecewa dengan jasa paketnya ninja xpress lambat dan banyak alasan, kalau bisa untuk pengiriman wilayah jogja da jawa tengah jangan pakai jasa ninja xpress trima kasih",televisi pesan cacat trima kasih lazada kecewa jasa paket ninja xpress lambat alas kirim wilayah jogja da jawa pakai jasa ninja xpress trima kasih
6080,1,"Barang nya sih bgus, tpi salah beli, mau ambil xiomi 4a malah coocca, mo di cancel ga bisa, hrus brang dtang dlu... hmmmmm.... buat lazada, klau bikin gmbar jgn sm dgn brang merk lain... biar ga da yg salah klik sperti sya...",barang nya sih bgus salah beli ambil xiomi a coocca cancel brang hmmmmm lazada klau bikin gmbar brang merk biar da salah klik sperti
6081,0,"baru dinyalain langsung mati,suara keluar tapi gambar tidak ada,saya mau di refund min",dinyalain langsung matisuara gambar adasaya refund min
6082,2,"TV sudah diterima dan sudah dicoba, hasilnya sesuai harga hanya saja pengiriman oleh ekspedisi agak terlambat, harus diterima pada hari pemesanan namun baru keesokan hari baru diterima itupun setelah menghubungi ekspedisi",televisi terima coba hasil sesuai harga kirim ekspedisi lambat terima mesan esok terima itu hubung ekspedisi
6083,2,"Barang cukup bagus selaras harga yang dipatok. Cuma spec. nya nggak sesai. Socket USB cuma 1, baru sebatas DVB-T  (belum DVB T2) dan DVD C. Kartu Garansi dan Bukti Pembelian tidak disertakan. Padahal itu menjadi syarat dalam komplain garansi bila dikemudian hari diperlukan.",barang bagus selaras harga patok spec nya sesai socket usb batas dvbt dvb t dvd c kartu garansi bukti beli serta syarat komplain garansi kemudi
6084,2,"2 hari sampe batam, tdk sesuai deskripsi, dvb s/s2 nya ga ada, jd ga bisa colok langsung ke parabola",batam sesuai deskripsi dvb ss nya colok langsung parabola
6085,1,Masih dikerdus belom dipakai hahaha,dikerdus bom pakai hahaha
6086,2,"overall memang bagus ,mulai dari barang dan pengiriman sampai proses refund dsb, cuma tolong jangan main main dengan deskripsi barang , di deskripsi tertulis DVBT/T2 , ternyata ini cuma DVBT saja . tolong diperbaiki terimakasih.",overall bagus barang kirim proses refund tolong main main deskripsi barang deskripsi tulis dvbtt dvbt tolong baik terimakasih
6087,1,Barang sampai dgn selamat tanpa cacat dgn packing kayu. Kotak tidak ada yg penyok. Baru test hidupkan. belum coba pasang antena dan fungsi lain. Kelihatannya awet.,barang selamat cacat packing kayu kotak penyok test hidup coba pasang antena fungsi awet
6088,1,barangya bagus. semoga awet. terus ringan banget paketnya. kyk tv murahan. tapi utk sekarag worth lah,barangya bagus moga awet ringan banget paket televisi murah sekarag worth
6089,2,"Untuk barang, tidak masalah. Hanya pengiriman agak tersendat dan kurang koordinasi antara pihak lazada dan pengirim (ninja). Semoga lain kali lebih baik lagi",barang kirim sendat koordinasi lazada kirim ninja moga kali
6090,2,Entahlah selalu bermasalah sama ninja express . Fisik tv bagus dan mulus . Cuma belom di coba overall berfungsi atau engganya,masalah ninja express fisik televisi bagus mulus bom coba overall fungsi engganya
6091,2,"minim informasi pengriman, no resi pas di cek ga sesuai dengan informasi pas kita cek ke cs ninja xpress. tapi untuk packing Ok",minim informasi rim nomor resi pas cek sesuai informasi pas cek cs ninja xpress packing ok
6092,1,"Excellent product, best price, saran saya design di perbaiki, semua akses seperti USB dan Output dapat di jangkau dari depan. Semoga awet deh.",excellent produk best harga saran design baik akses usb output jangkau moga awet deh
6093,1,"Yang paling saya suka adalah fitur Digital TV nya. Karena saat ini sy tidak perlu lagi memindah mindah antena ke android box yang telah sy miliki untuk menyaksikan siaran digital tv. Channel siaran digital semakin banyak, kualitas suara dan video bagus, jernih. Namun kekurangannya hanya di hdmi 1, yang letaknya sempit. Sehingga sy pasang android box di hdmi 2. Android box yang mengusung fitur 1080p, terlihat bintik2 di tengah menggunakan tv ini, karena memang tv ini tidak memiliki fitur Full HD.",suka fitur digital televisi nya pindah mindah antena android box milik saksi siar digital televisi channel siar digital kualitas suara video bagus jernih kurang hdmi letak sempit pasang android box hdmi android box usung fitur p bintik televisi televisi milik fitur full hd
6094,2,kok sering muncul suara tet tet. tiap detiknya ya apa bisa dretur,muncul suara tet tet detik ya dretur
6095,2,kenapa tidak ada dvb t2 nya ya? sementara di deskripsi ada. mohon dijawab,dvb t nya ya deskripsi mohon
6096,1,🙏🙏🙏👍👍👍👌👌👌,
6097,1,"lumayan, smoga awet",lumayan moga awet
6098,0,"Packing baik dan save, tapi Pengiriman tidak sesuai jadwal yang ditentukan.",packing save kirim sesuai jadwal tentu
6099,1,"pesan minggu,selsa udah nyampe. langsung d tes berfungsi dengan baik semoga awet.",pesan mingguselsa langsung d tes fungsi moga awet
6100,0,barangnya blm di terima,barang terima
6101,1,pengiriman tepat waktu... barang sesuai.. dan semoga awet..,kirim barang sesuai moga awet
6102,2,"Paket dibungkus dengan rapi, diantar sesuai tanggal, tapi terlalu malam, thanks ya",paket bungkus rapi antar sesuai tanggal malam terimakasih ya
6103,1,baranng sampai dengan selamat ke pemalang,baranng selamat malang
6104,1,keren.. saya suka,keren suka
6105,1,mantab dah gambar/warna nya... view angle juga oke... semoga awet yaa..,mantap gambarwarna nya view angle oke moga awet yaa
6106,1,harga terjangkau kualitas ok,harga jangkau kualitas ok
6107,1,barang baik pengiriman,barang kirim
6108,2,Mantab barang datang dgn selamat,mantap barang selamat
6109,1,"Barang sampe jogja 3hari, utk kualitas produk standar",barang jogja kualitas produk standar
6110,2,Lumayan bagus. DVB-T2 tp blm DVB-S2,lumayan bagus dvbt dvbs
6111,2,pengiriman lama,kirim
6112,2,sudah diterima tepat waktu...siip.... Belum dicoba,terima waktusiip coba
6113,2,"bahannya tipis, pasag ddindingaga was2 takut pecah psg breket, gk dpat baut xtra bt breket jg.",bahan tipis pasag ddindingaga was takut pecah psg breket baut xtra bt breket
6114,2,puas,puas
6115,0,packingan hanya di bubble wrap padahal pengiriman antar pulau hasilnya screennya pecah. mau di retur saja.  100% kecewa,packingan bubble wrap kirim pulau hasil screennya pecah retur kecewa
6116,1,"Barang sudah d terima, pengiriman cepat, cuma sayang gak d paking kayu, moga tvx awet aj 👍🏻, brg belum d coba",barang d terima kirim cepat sayang d paking kayu moga tvx awet barang d coba
6117,1,"Pros :  *MURAH MERIAH (saya dapat 1,8juta + voucher) *Layar lebar dan tajam 1080p dan lumayan bezel less *Speaker suara lumayan bagus karena ada pengaturan bass - treble - surround sound dll *Termasuk hemat daya untuk ukuran 40"" *Tersedia banyak colokan HDMI, USB , dll Cons :  *Bahannya kopong karena dominan material body dari plastik ringan terutama kaki (hati-hati jangan tersenggol karena ringkih!) *Cuma tersedia 2 lobang untuk baut ke dinding (untuk ukuran 40"" merk selain coocaa semua minimal 4 lobang baut) *Layar sangat amat gampang meninggalkan sidik jari apabila disentuh *PENGIRIMAN TANPA PACKING KAYU HANYA BUBBLE",pros murah riah juta voucher layar lebar tajam p lumayan bezel less speaker suara lumayan bagus atur bass treble surround sound lain hemat daya ukur sedia colok hdmi usb lain cons bahan kopong dominan material body plastik ringan kaki hatihati senggol ringkih sedia lobang baut dinding ukur merk coocaa minimal lobang baut layar gampang tinggal sidik jari sentuh kirim packing kayu bubble
6118,0,Tolong bantuannya barang yang saya terima dengan packing kayu dan terlihat baik baik saja setelah saya buka ternyata isinya pecah dan tidak bisa digunakan..senang saat melihat barang pesanan tiba tapi sedih saat melihat isinya ternyata pecah dan tidak bisa digunakan..,tolong bantu barang terima packing kayu buka isi pecah digunakansenang barang pesan sedih isi pecah
6119,0,Barang sampai 5 hari tanpa packing kayu. setelah di cek sangat mengecewakan. layar nya ada bayang-bayangan hijau. kartu garansi jufa tidak ada.. tolong gimana caranya biar bisa ditukar dengan unit yg baru atau dikembalikan uang saja..,barang packing kayu cek kecewa layar nya bayangbayangan hijau kartu garansi jufa tolong biar tukar unit kembali uang
6120,1,"pengiriman cepat banget baru pesen malam 21:30 besok sore nya 15:00 sudah sampai....sering"" ada promo seperti ini yahhh☺",kirim cepat banget pesan malam besok sore nya sampaisering promo yahhh
6121,0,"1. produknya jelek, layar tergores. cacat produksi. toko sengaja menjual yg cacat saat ada discount. pengen tukar tapi gak tau caranya?. 2. Surat Pembelian tdk ada, utk klem Garansi..betul2 tokonya gak bertanggung jawab, masa barang tdk ada surat pembeliannya?",produk jelek layar gores cacat produksi toko sengaja jual cacat diskon tukar tau surat beli klem garansibetul toko tanggung barang surat beli
6122,1,"Product tiba dgn selamat dan tepat waktu. Top dah TV COOCAA 40"" dan NinjaXpress wlpun awalnya ragu dgn jasa ini, tpi tiba dgn selamat dan Utuh. Recomended 👍👍",produk selamat top televisi coocaa ninjaxpress wlpun ragu jasa selamat utuh recomended
6123,2,"tv sudah sampai tapi kurir yang ada di kota Lubuklinggau, dari ninja ekspres kurang sopan, 1. disuruh ambil sendiri di loket. 2. waktu mengantar paket tidak ramah. harap diperhatikan lagi. terimakasih",televisi kurir kota lubuklinggau ninja ekspres sopan suruh ambil loket antar paket ramah harap perhati terimakasih
6124,1,"Luar biasa, kualitasnya berasa pakai TV 4 jutaan. Support video Full HD 1080p 60 Fps, Gambarnya jadi tajam dan smooth. Untuk hasil gambar yang lebih maksimal tinggal ubah sedikit pengaturan Kecerahan, Kontras, Warna, dan Ketajamannya. Perfect deh. Putar film via USB juga lancar, support subtitle juga, tinggal download subtitlenya sama seperti di PC. Main PS4 pun lancar jaya secara TV ini sering dipake sama rental PS.",kualitas asa pakai televisi juta support video full hd p fps gambar tajam smooth hasil gambar maksimal tinggal ubah atur cerah kontras warna tajam perfect deh putar film via usb lancar support subtitle tinggal download subtitlenya pc main ps lancar jaya televisi pakai rental ps
6125,2,"pas di terima paketnya rusak plastiknya,minta di cek takut knapa2,lagipula COD eh kurir JNE nolak,misalnya klo rusak bisa di refund,padahal biasanya barang datang bisa cek kondisi dalamnya ini malah gak boleh,untungnya pas di coba dan kondisi dalamnya aman.dikirain saya kemasannya pakai packing Kayu,3 hari baru sampai bagi saya lama tuk ke tangerang.biasanya pesan malam besok pagi datang,ini harus tanya cs lazada barang dalam proses,tingkatkan lagi pengirimannya",pas terima paket rusak plastiknyaminta cek takut knapalagipula bayar kirim eh kurir jne nolakmisalnya rusak refundpadahal barang cek kondisi dalam bolehuntungnya pas coba kondisi dalam amandikirain kemas pakai packing kayu tuk tangerangbiasanya pesan malam besok pagi datangini cs lazada barang prosestingkatkan kirim
6126,1,"barang baru sampai packing rapih bubble warp tapi ga terlalu tebal dan sayangnya bukan packing kayu,sudah di coba dan lancar mudah2an awet dan gaada kendala apapun thanks coocaa indonesia . untuk kartu garansi dimana ya ?",barang packing rapih bubble warp tebal sayang packing kayusudah coba lancar mudah awet kendala apa terimakasih coocaa indonesia kartu garansi mana ya
6127,1,"mantul.pengiriman cepat....paketnya rapi tp sayang ga packing kayu ,tv nya beroperasi dengan baik,terima kasih lazada.pokoknya bisa di percaya",mantulpengiriman cepatpaketnya rapi sayang packing kayu televisi nya operasi baikterima kasih lazadapokoknya percaya
6128,1,"Pengiriman yang luar biasa cepatnya. Tengah malam order, pagi jam 8.30 udah datang. TV datang tanpa cacat. Mudah2an awet.",kirim cepat malam order pagi jam televisi cacat mudah awet
6129,1,"pengiriman sangat cepat,cma 2hr sdh sampai ke jepara jawa tengah. cma mau kirim kartu garansinya gmn,kog ga ada. apa sdh dikirim dr pihak penjual? tks",kirim cepatcma jepara jawa cma kirim kartu garansi gmnkog kirim jual terimakasih
6130,0,"barang sudah sampai, tp tanpa packing kayu. cukup was-was, untung tidak ada yg pecah. tp saya menerima tv dgn stiker garansi coocoa yg sudah terlepas. bagaimana ini? nanti klo ada apa2 sy nggak bisa klaim garansi lg",barang packing kayu waswas untung pecah terima televisi stiker garansi coocoa lepas klaim garansi
6131,1,"barang bagus, murah tp ga murahan, sdh di coba dan di cek tidak ada masalah, pengiriman cepat, packing kayu+bubble wrap rapi dan aman, thanks lazada",barang bagus murah murah coba cek kirim cepat packing kayububble wrap rapi aman terimakasih lazada
6132,1,"tv'y udh sampe, baguuusss kurir'y baik, ramah udh gitu cakepp lagi 😜 tapi sayang pengiriman'y agak lama .. 😔",tvy baguuusss kuriry ramah cakepp sayang pengirimany
6133,1,Kualitas produk mantap.. Pengiriman dan packing bagus sampai dengan selamat ke kalimantan barat.. Tidak mengecewakan terima kasih..,kualitas produk mantap kirim packing bagus selamat kalimantan barat kecewa terima kasih
6134,1,Ke madura cuma sehari. Kaget. Barang bagus. Semoga awet,madura hari kaget barang bagus moga awet
6135,2,"pengiriman lama.. order tgl 12 sampai tgl 26 desember,, tpi cukup puas dgn tv nya, murah tapi kualitas bagus, packing juga sangat aman, mudahan tidak ada kendala kedepan nya... dn semoga tv awet,, terimakasih lazada",kirim order tanggal tanggal desember puas televisi nya murah kualitas bagus packing aman mudah kendala depan nya moga televisi awet terimakasih lazada
6136,2,"oke sih tv nya, cuma gk di packing kayu terus pengiriman super lama , sangat di sesal kan expedisi nya",oke sih televisi nya packing kayu kirim super sesal expedisi nya
6137,1,"Terima Kasih sudah mendarat tidak kurang satu apapun...Semoga awet dan bermanfaat ya...amin, (sangat responsif,pengiriman prima walau agak telat sedikti, tapi overall recomended)",terima kasih darat apapunsemoga awet manfaat yaamin responsifpengiriman prima telat sedikti overall recomended
6138,2,"Alhamdulillah barang mendarat dengan selamat dan berfungsi normal walaupun proses pengiriman ngerii"" gtu.",alhamdulillah barang darat selamat fungsi normal proses kirim ngeri
6139,1,"rekomended, barangnya sesuai deskripsi, kurir jne juga cepat dan sigap, utk harga murah tapi kualitas tidak murahan. semoga awet. ini kartu garansinya kok gak ada? cara klaim garansinya gimana misalkan ada apa2?",rekomended barang sesuai deskripsi kurir jne cepat sigap harga murah kualitas murah moga awet kartu garansi klaim garansi
6140,1,good job,good job
6141,0,"Barang: Barang menghantarkan listerik, warna tidak cerah, menurut kami tidak sesuai dengan deskripsi yamg begitu hebohnyaa. Harga: Dapat flash sale, sayang sepertinya kami dapat kwalis barang yang murahan. Pengiriman: - prinsip tidak kehati-hatian, cuma plastik bubble. - Untuk jakarta timur. Cukup lama menunggu kisaran 4 hari, tidak seperti customer lainnya yang 1 hari sampai",barang barang hantar listerik warna cerah sesuai deskripsi yamg hebohnyaa harga flash sale sayang kwalis barang murah kirim prinsip kehatihatian plastik bubble jakarta timur tunggu kisar customer
6142,0,Dikirim kemedan gak pake packing kayu coba. Untungnya tv gak ada masalah sudah pakai lebih dr 6bln. Saran jgn ambil resiko utk keluar Jabodetabek. Ngeri euy.,kirim medan pakai packing kayu coba untung televisi pakai saran ambil resiko jabodetabek ngeri euy
6143,0,"Tidak sesuai dengan pesanan, pesanan saya datang dengan kondisi layar pecah. Dan saya langsung balikin tuh barang, saya trima tgl 3 april dan saya balikin tgl 4 april, saya mau tanya, apa barang saya ditukar dengan yg baru, apa duit saya dibalikin?? Dan saya mau tanya, apa barang yg saya balikin udh di terima?",sesuai pesan pesan kondisi layar pecah langsung balikin tuh barang trima tanggal april balikin tanggal april barang tukar duit dibalikin barang balikin terima
6144,1,"Awal nya sih ragu dan tidak percaya sama nih barang bakalan sampe dengan selamat dan sehat wal'afiat . Apalagi kurir pengiriman barang nya tidak memperbolehkan untuk membuka barang terlebih dahulu sebelum melakukan pembayaran . Begitu di bayar dan di buka , ehmm.. hasil nya tidak mengecewakan sama sekali . Barang nya bagus dan mulus banget cuk , keg anak perawan . oia kartu garansi nya yang mana ya bos ??",nya sih ragu percaya nih barang selamat sehat walafiat kurir kirim barang nya boleh buka barang bayar bayar buka ehmm hasil nya kecewa barang nya bagus mulus banget cuk keg anak perawan oh iya kartu garansi nya ya bos
6145,2,untuk 40 inchi nya keren tp layarnya yaa sesuai harga lah walau ini full hd tp  bagusan hd tv nya samsung saya yg 32 ...,inchi nya keren layar yaa sesuai harga full hd bagus hd televisi nya samsung
